Sikayet,Kaynak
"First off, they reply in Estonian, even when requesting someone that speaks English. Id love to speak the language, but I just dont. When the delivery person did not respond when I called at a missed delivery (because he did not park at the correct apartment building..and then walked over to mine, quickly taking a photopart of the scam), I looked at my ikea.ee message and it said to contact them. I contacted them and they said you can only get help via email. Well, thats weird, but okay. So I do.",PissedConsumer_Global
"I placed an order, paid in-store for shipping, and my order has not arrived. I called customer service a total of 10 times and I still have no answers. I have no idea what to do; I paid and received no order. Customer service is absolutely useless!",PissedConsumer_Global
IKEA no te devuelve el dinero si te roban el paquete ni te manda un remplazo de tu paquete que mal s,PissedConsumer_Global
"I had a scheduled appointment with the online kitchen planning and a link was sent via email at 8:30 AM that expired in 30 minutes. My appointment was for 11:00 AM, I didn't see the link until it was time to connect. I called customer service; they stated the planner would send me another link, but it never happened. It has been 45 minutes and this is very frustrating and disappointing. I hope IKEA can be more reliable with the service they are providing.",PissedConsumer_Global
"I have purchased one of your Tingby rollaround tables and I have one of the casters that are broken. I need a replacement part, in white, so that I can use the table again. Tell me how to get one and if there is a charge for it please. Thank you in advance",PissedConsumer_Global
I have been waiting for them to send me a part that I need for my Havsta hutch since May 2024. I can not use the hutch until I receive the part. Ive spent so much time on the phone requesting this part and they never do what they say they will.,PissedConsumer_Global
"In a follow-up to my previous review. I regret to inform other consumers that my issues with IKEA remain unresolved. My original complaints detailed a series of frustrating encounters ranging from a missing promotional coupon to receiving defective furniture and experiencing inadequate customer service. Since that review, I have continued to engage with IKEA in hopes of finding a resolution. However, despite multiple assurances and interactions with their customer service team, there has been no substantive progress. Promises have been made and subsequently retracted, leaving me in a cycle of disappointment.",PissedConsumer_Global
We actually purchased inperson and picked from store a full packed wardrobe total 3 boxes well packed. After opening @house we found hardware and one front door and back cover are missing.Which actually stopped from fixing when needed we immediately called IKEA they said we get a call back in 48 to 76 hours but none received.We wanted to come and exchange but mostly I would end with same parts missing as it is told as QA issue. Call our number and exchange and pls do check if all the items are in the box before you deliver and exchange. Our email id Pavishashi@***.com phone number 443851****,PissedConsumer_Global
"I have been extremely disappointed with my recent experiences at IKEA. My issues began with a missing promotional coupon that was part of the IKEA Family membership benefits, which was never resolved despite numerous contacts with customer service. This was followed by an order that included a defective shelf. Despite promises of a resolution that included home delivery, I was later informed that I would have to travel an hour and a half to pick up the replacement myself.",PissedConsumer_Global
"Why can't we call a store? I received an email that an item I have been waiting 4 months for was in stock. I go to order online to pick up in store so it doesn't sell out. It keeps taking me to a store 5 hours away even though my store is set (3 hours away is the closest). I call, and get a scripted, ""only so many online orders for pickup are allowed per day, so buy it tomorrow."" So the next day, NOT available for online order. Go to store. I can't go that day so plan for the next. It's out of stock! Then that evening it says in stock. I want to call to see if it's there so I don't drive 3 hours one way for nothing.",PissedConsumer_Global
"Ordered two IPAX closet systems totaling 8 sections and over 70 parts. They sent one person, this is totally ridiculous and they dont have a customer service number to reach anyone for additional support. Will need to finish building the system myself.",PissedConsumer_Global
"Original review updated Feb 03, 2024 I purchased 2 MALM dressers (black brown). They were assembled at night went on vacation the next day. 2 weeks later before I noticed. It's winter, every few days of sunlight. On a rare sunny the flaws of the finish was visible. It was HORRIBLE on both pieces of furniture. It was poorly stained and the raw material was showing.",PissedConsumer_Global
"I am a general contractor, and while we were installing the 90 inch tall cabinet after placing the center shelf, which does not lock the cabinet in place we place the other shelves, then while attaching the door the three shelves came down, like a guillotine nearly missing my head after contacting IKEA. They said they would send us a new one then after three weeks I contacted him and was told That the order was canceled due to consumer related problem. The cabinets are supposed to come with a 25 year warranty and this should clearly be covered because a 90 inch cabinet should be locked in place in the middle",PissedConsumer_Global
"The shelve comes with a tabletop. But the table top stand is not balanced, it wont stir at the preferred height.",PissedConsumer_Global
They messed up my order and wanted me to pay twice Im good order bags and sent me what they wanted me to have,PissedConsumer_Global
one box of 3 boxes (One piece of furniture) had one piece that arrived cracked. They will deliver a replacement.,PissedConsumer_Global
"I want to know where my order is at, it still hasnt been delivered I think, please I need to know where my order is at",PissedConsumer_Global
"Order Number: 159-452****87 Refund Reference Number: 7324**** In your email of February 27 you mention that you will proceed with a refund however I notice that until today there is no news, I ask you to kindly proceed immediately to this reimbursement of the amount of $261.08",PissedConsumer_Global
I want to talk to the live person not all this other crap I dont have time to fill out all these information. I want to ask a question and get an answer.,PissedConsumer_Global
Ugh!!! Need two legs Its hard to reach you. Id like to order two legs that are missing from my chair.,PissedConsumer_Global
"I thought this was resolved over a year ago , the charges are still on My credit report pleas get back to Me Michael J Marino 609-649-**** Ty",PissedConsumer_Global
This is a third party and have so many steps to connect but nobody pick up my call and the waiting time is so long.,PissedConsumer_Global
"I made a purchase weeks ago, and the status of the delivery has said delayed for many, many days. Every time I contact ikea, I get told something different. This was an expensive order and I demand answers on where my package is.",PissedConsumer_Global
"Ordered custom countertops and found the exact same for 40% less at Home Depot. I cancelled my IKEA order but they have not refunded my money. I have called, chatted etc for five days trying to get my money back with no help. The order has been cancelled, but they wont refund my money, I will never use IKEA again.",PissedConsumer_Global
Wardrobe fell apart during move. Ikea staff said they are not designed to move. Would not replace the broken parts. IKEA products are garbage,PissedConsumer_Global
No Thank you and send me coupons. I want cheaper prices and a store in Colorado Springs. Please keep building good furniture and accessories.,PissedConsumer_Global
"I live in Merano, Italy. Purchased my kitchen (appliances, cabinets, etc.) from IKEA design center in Bolzano, Italy. IKEA installed the kitchen. Recently two burners on the stovetop are not working. The other two burners work intermittently. It has become difficult to prepare a simple meal. The stovetop must be repaired or replaced.",PissedConsumer_Global
No words on assembly diagram required a call to be sure I am assembling correctly. Got a helpful explanation and instructions.,PissedConsumer_Global
"I called IKEA to make sure everything was right anf I was told they couldnt find my order or my name,",PissedConsumer_Global
Need to return. Can I take them to a FED X drop off? So took them to Walgreens FedX and they said they couldnt do it. So to the FedX office and they wanted $120 to ship $115. Items back to you. Guess we have to drive from Lakeland to Tampa for the creditreally disappointed especially with the charge to ship. Judith Harris,PissedConsumer_Global
"Updated by user Oct 09, 2023 Company fixed the issue and I have been provided with apology. Original review Sep 08, 2023 We determine there was a manufacturing problem with one of the parts and arranged for shipment of replacement.",PissedConsumer_Global
"Adjuster was very helpful and courteous. She was well aware of issues, prices and products. Thanks again",PissedConsumer_Global
I have been trying to reach you for days. A gift i ordered & you shipped fed ex has been delivered to the wrong address. I contacted fed ex & its been over 48 hrs & no help. My order # 44108****. I know fed ex tracks their trucks so cant imagine they dont know where driver left package. Ikea states they value their customer but not my experience- you make it impossible to reach you unless ti buy something!,PissedConsumer_Global
"Very hot in waiting area, no any ventilation or cooled air from the system. Time waiting for merchandise pick up anexeptable. More than 1HR.",PissedConsumer_Global
Was on the phone with CS and got disconnected. Was explaining my situation regarding curtains that are not sized according to the package info,PissedConsumer_Global
"When I ask the cashier if you have paper for glass cover , she said : do u want to to broth it from my house , its not my job . With very bad attitude ,i",PissedConsumer_Global
"Timely delivery for products , great return policy but on paper. It's been 3 weeks, a return pickup has not been completed. AlI i have been doing since past 3 weeks week is calling up the call center to get the pickup scheduled, they would only give me a slot during weekdays , i take day off from work - no one shows up and marks pickup failed as customer not at home. This has been happening on repeat.",PissedConsumer_Global
The call disconnected without resolution for my order - and no call back or follow up while waiting for confirmation,PissedConsumer_Global
"No human help,,,,,.@&$)(;://:;($$&@bbczzeyhvdti IV cruhggh@@@&&$&@@&&@&$@&&@&&&8&&@@&$))&@&(;://;)$&@@@$))(",PissedConsumer_Global
I left some product at the Centennial store. I live over an hour away and I just wanted to be able to call the store to see if they found it. I had to call the 800 number and was on hold for ever and never did speak to a human.,PissedConsumer_Global
"I bought a DETOLF display cabinet. The cabinet has 3 large panes of glass that are joined together by long channeled plastic strips. The instructions for the side pieces direct to simply put the side pane into the channel on an angle, and slide it in. That doesnt work. The plastic channel at the bottom of side glass binds with the plastic side channel. I called IKEA for help in how to do this task and was directed to a 3rd party service that I would have to pay to do this for me, only I wasnt told by IKEA that this is a for hire service.",PissedConsumer_Global
"We purchased a Tarva platform bed. The bolts,part # 117327, do not fit. In spite of numerous tries I can not get any help from Ikea. No customer support what so ever.",PissedConsumer_Global
Opened the box the lamp came in and was missing a major component of the lamp. Tried calling customer service and was placed on hold for a long time but no one answered.,PissedConsumer_Global
"Waiting for a pick up and no email in the interim. I order the first time and receive the wrong color furniture, the second was damaged. And now Ive been eating days for a confirmation on pick up for a refund.",PissedConsumer_Global
Over two hours of waiting - and I just looked up your website - you're closed. NO ONE is there to answer me - and the music loop is still running. I could be here overnight if I could tolerate it,PissedConsumer_Global
"I purchased my sectional as a set in 2019 (order # 33973****) for approximately $2,200. I picked this couch mainly due to the reviews, and the warranty. I have always been very pleased with Ikea products and was more than happy to welcome yet another Ikea piece into my home. I am usually really diligent with saving documentation and so I saved a copy of my original purchase receipt along with the original warranty document (attached) in case anything were to happen in the future.",PissedConsumer_Global
"Original review updated Sep 04, 2022 I placed an order on Wednesday. Delivery was scheduled for some time between 8 am- 8 pm on Saturday. Not ideal for a business closed on Saturdays, but I made sure to be available then. On Friday, I received a text confirmation, then, later on Friday, a text telling me my delivery had been cancelled. I immediately called IKEA Customer Service and got transferred around a lot. No one could figure out what was going on or why I had received the cancellation message.",PissedConsumer_Global
"Updated by user Oct 19, 2021 Yesterday I opened a case against Ikea with BBB again. Updated by user Oct 17, 2021 Hello, unfortunately the case is not solved. I opened a case with BBB. Ikea told BBB they would send me a gift card for $ 350, but I never received it.I think before closing the case, the BBB should have contacted me to make sure I received the gift card. This is not right! First I want to tell you a little about myself. From 1986 to 1991 I lived in Europe. When we arrived in Germany we bought 2 second-hand IKEA sofas. In 1989 we moved to Poland and took the sofas that were still in perfect condition.  At the end of 1991 we were moving again to Uruguay.  And since the sofas were still impeccable, I decided to reupholster them. I am a loyal IKEA customer and when I needed a new sofa of course it had to be from IKEA. The sofa is very comfortable but unfortunately the upholstery is falling apart, it is literally falling apart! Every time I sit down I end up with pieces of the couch all over my clothes. And the cushions are falling apart as well. After going through cancer and a stroke I can't resist this anymore. The truth is I am very disappointed and I would like IKEA to give me a solution. I called IKEA Usa many times, from the end of February until today. Also, on March 5th I sent photos. Today, March 26 they told me that my Sofa is not under warranty because the Article Number is not the same that the FRIHETEN sofa has today!!! This is ridiculous and unacceptable because Ikea has a 10 years warranty. FRIHETEN Sofa bed with chaise, Bomstad black Article Number: 202.623.69 Order number: 20045**** Order date: Apr 23 2015 Total cost: $912.37",PissedConsumer_Global
"Updated by user May 02, 2022 Missing pieces and defective material. Then after four attempts still received damaged material. Then told sorry out of stock just disassemble everything and return dresser. Original review updated May 02, 2022 We did not receive all the pieces of wood and hard ware to the dresser also the side piece did not have the grooves in it to be assembled correctly. After many trips and conversations with ikea.No resolution!",PissedConsumer_Global
"I was sold a queen size Hemnes bedroom set and mattress without the slats and was reassured I can get them at another store. Several stores later, the slats cannot be found. Because I paid for delivery service and recieved the furniture set deveral dYs ago, I find it reasonable for Ikea to deliver by mail the slats from any distribution store. I was told that isn't possible. This is very disappointing and feel like I was taken advantage of. This is shameful behavior.",PissedConsumer_Global
"Original review updated Oct 01, 2022 I was literally on hold for an hour and nobody answered the call. I was holding for support for my blinds and after the customer service picked up, said could not help",PissedConsumer_Global
"Ordered children's table and 2 stools, stools delivered and table legs, no table top. I'm used to Amazon where l most always get my order on time, and correctly. If l have problems with Amazon it is easily resolved. IKEA transferred my call 3x before anyone was able to assist me. Now waiting to see if the table will arrive when they promised. After reading other reviews l am skeptical.",PissedConsumer_Global
Broken drawer went to store lost reciter told to call number they need proof of purchase too.. I think this is rediculas I need Oreo of purchase for something ikea only make and sells do you think I am getting a drawer for a different brand like common. What a waist of my time,PissedConsumer_Global
"Can't seem to find any place within your system to get a simple assembly question answered. When I first called it was before 5pm. Surely help should be available for longer hours. I've been trying to get help online for the last two hours, and it appears there is no one to chat to without paying money.",PissedConsumer_Global
"I have a broken drawer I can not find the reciter and u are looking for proof of purchase. Its a *** ikea dresser you can only buy at ikea this is rediculas. I would even buy the drawer if it makes it easier, I never seen something so messed up give us a proof of purchase that you baught something you can only buy at ikea. Rediculas is all I will say",PissedConsumer_Global
I know this is trivial compared to bigger issues in our world today. But I also know a lot of hard working families who are busting their butts to make their house a home. 2 years ago we gutted and replaced our kitchen with a new one from IKEA We paid a pretty penny for it and in the end it turned out beautiful. I have to warn other families about the non-existent customer service though. I contacted them about a couple issues we had right after and they just never followed up with us. I am still working on finding solutions myself.,PissedConsumer_Global
"They treated me like a criminal for trying to return 2 curtain panels in PERFECT condition. This is not the IKEA it used to be. I've spent 10s of thousands of dollars over the years at their Burbank store. Easily 50k. It was always my favorite place to shop. But since their founder died, they have proven they have zero interest in keeping loyal customers happy... even when it required the most minimal of actions.",PissedConsumer_Global
"Dear Ikea , I purchased Malam twin bed long time , we love ikea products and satisfied . i have one complain about Slate because always drop down, if possible can you please exchange or upgrade i dont have receipt. Thanks 647-831-****",PissedConsumer_Global
"I purchased products from your store on 20/08/2022 and expected to receive them on 02/09/2022 but unfortunately I have not yet I called the customer center and they said they called me and found the voicemail, but I know they are lying",PissedConsumer_Global
I place an order online but didn't receive it .I called for a replacement but not has been resolved . Can I someone call me please. I need to talk to a supervisor,PissedConsumer_Global
"Updated by user Feb 05, 2022 After this review IKEA contacted me to give a review for the one item that was whole and undamaged. Naturally I did not give them that. Other than that zilch!!!Obviously IKEA doesn’t care for its customers or it’s shoddy workmanship and service. Original review updated Jan 07, 2022 I ordered 3 furniture items amongst others. The cabinet was fine.",PissedConsumer_Global
"I bought an Omar shelving unit, advertised as over 70 tall. 2 shorter units arrived and there is no discernible way to connect one on top of the other. When I called, the agent did not know either and advised me to go to YouTube!! Shouldnt this information be included with a new product? IKEA, you can do better than this",PissedConsumer_Global
Went to pick up a big mirror afyer I called and they co form the mirror was ready to be picked up. I paid for special truck and they said it wasn't there call 5 times today The let me waiting for 28 min on hold I have the picture of the waiting and then hang up. I can't pay again and see if is there. Bad customer service.,PissedConsumer_Global
"I ordered a sofa Bed in May 2021 they sent two out of three piece and refunded for the one missing piece, the sofa is no use without the third piece , I have been trying for 15 months to get the missing piece, I believe you are failing miserably to help me",PissedConsumer_Global
"I purchased the HEMNES 3-drawer chest – 703.604.14 on 12/30/2021. When I picked it up from FrIsco, TX, I picked up only two boxes instead of three. We even checked with the cashier to ensure we are not missing the boxes. I didn't assemble the drawer until May for personal reason (new child) but when I did, I realized it's missing the third box with drawers. We went back to the store in May and thw guy told us that we could come back when stock is up and they would just give us missing piece. I signed for the text message alert for the restock and got a notice today saying it's back on stock.",PissedConsumer_Global
"A large package was delivered to my home that I didnt order. I have called three times- once with no answer, once hung up on, and once with a promise of a return call. The giant box is still on my porch- its the size of my door squared and blocks the entrance. It appears to be a kitchen appliance from the Distribution Center. I didnt order it, no family member ordered it, and I cant move it. Please remove it before it gets stolen! My address is 107 S Reed St, Joliet Illinois 60436, nowhere near your Distribution Center.",PissedConsumer_Global
"hej, vi har haft det här problemet i flera år på Ikea i Turkiet, snälla var försiktig. Det var ett problem med IKEA singelsoffan, de accepterade problemet, men returprocessen började som en mardröm. Det tog mig 3 arbetsdagar och jag förlorade mina pengar. Företaget sa ""Horoz Logistics"" och de kom inte den dagen. Äntligen kom de och tog stolen, 7 dagar har gått, nu när jag ringer IKEA säger de att stolen inte har kommit än! Hur kan ett stort IKEA företag vara med ett så slarvigt företag?Det har inte en så odisciplinerad arbetsmoral?Jag kan inte använda stolen, de gav mig många problem.",PissedConsumer_Global
You guys says doing a special today 20% off when you purchase a gift card .after work went to get one for my son moving to Florida .he loves your store . couldn't get the 20%off called you guys said you ran out of eCards.nothing was posted anywhere saying first come first serve or limited amounts . none of us will be supporting your store and will tell all friends and family not to shop you guys .,PissedConsumer_Global
Called about leg replacement for my ektorp sofa with chaise. He asked for part number andI gave him exact measurements of legs. He then on line chat said he couldn't help me.,PissedConsumer_Global
"I cannot imagine a company that better exemplifies total incompetence and fragmentation of service at the expense of their customers, other than IKEA. Do yourself a favor. Pay a bit more and shop elsewhere. Had we known what we were in for with IKEA, my family would have gladly waited to make our purchases elsewhere and paid more. My husband and I were desperate for new appliances, which as luck would have it decided to ""die"" in rapid succession over the last year. Between COVID shortages and the building boom- there were few to be found and the wait was loong. So, we took a chance and went online and found matching appliances at IKEA within our budget.",PissedConsumer_Global
"Your cups (glassware) is spotaneously exploding... happened to 3rd one in a month and no response from ikea lol you really need to figure this out before lawsuit hits you from someone this dangerous, literally cups sitting there in room temp, empty on flat surface and they shattered.",PissedConsumer_Global
Received no help what so ever. Very disappointed in Ikea. Got online support my question was not the suggested questions. No help stupid response from representative. Told me to look up part number.,PissedConsumer_Global
Ikea is the most frustrating organization to try and order cabinets from on-line. They will only allow you to order the parts that are currently in stock - there is no back-ordering capability. So if you have 100 pieces in your order and 25 are not available you can only order the 75 that are. And then you have to keep going back on-line and checking to see when the other parts are available. Wouldn't it make more sense to let me order the full order and then deliver or let me pick up what is available now and then allow me to get the rest when it is back in stock?? Wouldn't supply chain want to know what products customers actually want rather than guess??,PissedConsumer_Global
"I have no complaints, just want to check my application status on a few jobs I've applied style=""background-color: My name is Jimmy Stevens and my cell number is 919-223-****. Thanks in advance",PissedConsumer_Global
"On June 13, 2022, I placed an order online of 1 unit of Multi-layer Storage Cabinet floor stand from an advertisement seen in Facebook. That paid order had an Acknowledgement Confirmation from Ikea which I have appended here for your reference. Been excitedly waiting for the order. Unfortunately however, I got no email from you.",PissedConsumer_Global
"We should get our order delivered last Saturday between 9:00 a.m. and 9:00 p.m. They did not deliver it, they did cancel without any reason! Now, we should wait another month to get our order delivered! This is absolutely not to accept.",PissedConsumer_Global
"Please call me. I cannot find a way to change my delivery date, ive been trying to figure this out all morning. 416-574-****",PissedConsumer_Global
Not able to get these items and no way to find out when it would be available to purchase or be delivered i had a terrible accident my arm and neck are broken and i am not able to drive or pick it up not given sny help from Ikea i am very disappointed !!!!!!!,PissedConsumer_Global
Left my msg--case closed. Thank you for your time. nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,PissedConsumer_Global
"PUTTING TOGETHER IS PEANUTS, A 9-YEAR-OLD CAN DO IT. TRYING TO GET THEM TO PUT YOUR ORDER TOGETHER OR GOING THROUGH THE STORE, THAT'S THE NIGHTMARE. I Must have SPOKEN TO JUST ABOUT EVERYONE THAT ANSWERS THE PHONE THERE, WHAT A JOKE.. I RECOMMEND NOT SHOPPING THERE. IF YOU DO, MAKE AN ORDER FOR EACH INDIVIDUAL ITEM. IF IT IS BACK ORDER, , THEY TAKE IT AS IF YOU NEVER WANTED IT AND YOU HAVE TO MAKE AN ORDER AGAIN AND ONLY THEN WILL THEY PUT IT ON RESERVATION, IF YOU HAVE 2 OR MORE ITEMS ON THE SAME ORDER AND YOU NEED ONE URGENT, THEY WILL NOT LET YOU KNOW IT'S THERE UNTIL THE OTHER ITEM IS AVAILABLE, RATHER THAN CONTACTING YOU TO SAY ONE OF THE ITEMS IS IN WOULD YOU LIKE IT SHIPPED, OR WOULD YOU LIKE TO PICK IT UP OR WAIT UNTIL ALL ITEMS ARE IN?",PissedConsumer_Global
"Hi Today I bought a helmer drawer when I reached home and open the box their screw, handle and wheel and other installation it's are missing.",PissedConsumer_Global
"Good evening, I bought a bad and a wardrobe for my son from ikea in bahrain 2weeks ago they delivered them and because there was no electricity yet they say they will come back to install it , i called them they told me we booked you for the 6th wich is today , i waited till 4 o'clock this afternoon then i called the customer service agent told me there an installation problem we are stopping this service and will start again after 2weeks , they didn't bother to call before to apologise or even when i called the girl didn't show any interest . My son is still waiting sleeping on the sofa .",PissedConsumer_Global
I bought some items and spent 4 hours to arrange the stuff in the branch I paid for all of them when I wanted to pick up the items they sold to someone else and with a very bad attitude without any apology she told I dont have and you can do whatever you want her behaviour and attitude was very unreasonable.,PissedConsumer_Global
"Original review updated Jan 12, 2022 Heidi in the Resolution Department Refused to escalate to supervision, give name and contact information for district manager. Rude, antagonist, nasty and not willing to accommodate request. Finally, she hung up on me! This person has no business being in your companys resolution department!",PissedConsumer_Global
When I called to ask a simple question. The representative that answered the called was very condescending and rude.,PissedConsumer_Global
"Updated by user Feb 18, 2022 Tried everyway to get doors replaced by Ikea and was stonewalled with we don't make them anymore Original review Feb 17, 2022 I purchased Ikea Kitchen cabinet system because of a 25 year replacement policy. They changed the dimensions of the system and won't honor the replacement promises. Clearly there are 1,000's of pissed off people if not Tens of thousands.",PissedConsumer_Global
We drove 500 miles to pick up a bed and a toddler bed for a bedroom for my toddler grandson and his mother we are putting her bed together we are missing the parts to the main bed that means we cannot put it together we do not have the space to do anything else with the bed it takes up almost the whole room so now they have to sleep on the floor because the bed is not together customer service hung up on me now I am calling back and they're saying they are closed so for two days we're gonna have to do now I can't reach anybody,PissedConsumer_Global
I will never again buy anything from ikea if you dont pull business out of russia within the next 48 hours. Companies who chose profit over life have no place on this earth do the right thing....,PissedConsumer_Global
"Hello Ola (product designer), I thought I'd let you know that the chrome table lamp that you designed for Ikea (STOCKHOLM 2017 TABLE LAMP, 003.455.92) is not supported by Ikea, meaning that they do not supply a replacement LED bulb (GX53, 2.5cm.. the available GX53 bulb is too thick for the lamp shade to attach properly). I bought it less than 3 years ago and now I have to throw it out. No returns, no environmental disposal, nothing.",PissedConsumer_Global
"Hi there, My name is Grace and I live here in Cebu. On July 13, 2022 I placed an order online of 1 Multi -layer storage cabinet floor stand. The confirmation email says they're processing my order #110214 but its been over a month, yet the product that had been fully paid is still undeluverwd as of late. I saw the add in FB Please help me.because if its not your company , then who is it?",PissedConsumer_Global
"Good evening I hope all is well with you/. I am looking for the below bed. The store in Brooklyn is out of stock. I have waited for months for this item. Do you still produce this item? If this item is not being produced, then take it off the showroom. 801.608.67",PissedConsumer_Global
"So thats about Ikea Indonesia and I hope someone who had a mistake to give them franchise to open Ikea will at least teach them how to treat clients seems they dont understand at all. I made an order online and it said 4 to 7 days delievery to my location. Ok, no problems. As the week passes, I contact customer service on WhatsApp asking whats with my order? They say delievery is delayed, but soon will be fixed, they will contact you 2 hours before delivering to your house. No certain date, nothing.",PissedConsumer_Global
I am sending you this not as a complaint but rather to commend your customer service agent Maria. She is a valuable asset to your company as she was so efficient In rectifying my problem and extremely pleasant as well. She is truly an asset to IKEA and because of her I will continue to frequent your stores. Please pass my complimentary letter to her and her supervisors. Thank you!,PissedConsumer_Global
Never buy again Pick my couch up NOW!!! And refund my mc in full ! Friend bought for me In my garage pick up and refund my cc now!!! Hanging up been on hold for almost 2 hours My son is posting and recording on Instagram,PissedConsumer_Global
"I cant log into my account and the code ikea reportedly sends to access it never arrives. Also, I cant make a new account because it requires a different cell number. You are losing money because you make it so hard to buy something. I love your products but your customer service person just hung up on me.",PissedConsumer_Global
"My grandson wanted a desk from Ikea. He lives in NC, and he found it at the store. I called the store to pay for it, so he could pick it up. They did not have a $4 leg in the store for the desk, so I had to order it online and pay $69 to have it delivered, so he could have the $4 leg. When the desk was delivered, it came without the $4 leg. So I called Ikea, and they gave me the number of the NAL delivery service.",PissedConsumer_Global
"Hi, Last week we came across the Morby Langa round dining table which was listed for $599.00. We didn't purchase on the spot because we needed to take measurements at our new home. 4 days later I went to purchase the item online and saw it was listed at $729.00 almost a 25% increase. I contacted customer services, and they were not helpful at all and could not honor the price. Also gave me an excuse that due to the pandemic, Ikea had raised the price on some of their items. I don't see a 23% increase on all of their furniture, so I'm disappointed to be fed BS from their customer service team.",PissedConsumer_Global
